id,drill_pack_id,pack_name,contrast_type,word_1_en,word_2_en,target_phoneme_en,contrast_phoneme_en,position,ipa_1,ipa_2,frequency_rank,difficulty,tier,clinical_note_en,source_row_id,source_language,target_language,translation_status,word_1_es,word_2_es,target_phoneme_es,contrast_phoneme_es,clinical_note_es
drill_222,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,bass,bash,/s/,/ʃ/,Final,/bæs/,/bæʃ/,2,3,2,Voiced initial helps focus on final contrast,drill_222,en,es,machine_translated,bajo,intento,,,La inicial sonora ayuda a centrarse en el contraste final.
drill_223,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,mess,mesh,/s/,/ʃ/,Final,/mɛs/,/mɛʃ/,2,3,2,Short front vowel context,drill_223,en,es,machine_translated,desorden,malla,,,Contexto de vocal frontal corta
drill_224,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,gas,gash,/s/,/ʃ/,Final,/ɡæs/,/ɡæʃ/,1,3,2,Stop initial isolates final fricative,drill_224,en,es,machine_translated,gas,tajo,,,Detener aislamientos iniciales fricativos finales
drill_225,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,class,clash,/s/,/ʃ/,Final,/klæs/,/klæʃ/,1,3,2,Cluster onset adds naturalistic complexity,drill_225,en,es,machine_translated,clase,choque,,,La aparición del cúmulo añade complejidad naturalista
drill_226,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,lease,leash,/s/,/ʃ/,Final,/liːs/,/liːʃ/,2,3,2,Long vowel with final sibilant,drill_226,en,es,machine_translated,alquiler,correa,,,Vocal larga con sibilante final
drill_227,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,puss,push,/s/,/ʃ/,Final,/pʊs/,/pʊʃ/,2,4,2,High back vowel masks spectral cues,drill_227,en,es,machine_translated,cara,empujar,,,La vocal posterior alta enmascara señales espectrales
drill_228,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,crass,crash,/s/,/ʃ/,Final,/kræs/,/kræʃ/,3,4,3,Cluster onset with low frequency pair,drill_228,en,es,machine_translated,craso,chocar,,,Inicio del grupo con par de baja frecuencia.
drill_229,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,lass,lash,/s/,/ʃ/,Final,/læs/,/læʃ/,2,3,2,Lateral initial with open vowel,drill_229,en,es,machine_translated,muchacha,latigazo,,,Inicial lateral con vocal abierta
drill_230,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,bliss,blitz,/s/,/ʃ/,Final,/blɪs/,/blɪʃ/,2,4,3,Cluster onset with short vowel,drill_230,en,es,machine_translated,dicha,bombardeo aéreo,,,Inicio del racimo con vocal corta
drill_231,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,dose,dosh,/s/,/ʃ/,Final,/doʊs/,/dɒʃ/,2,4,3,Diphthong vs monophthong adds challenge,drill_231,en,es,machine_translated,dosis,dosh,,,Diptongo vs monoptongo añade desafío
drill_232,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,truss,thrush,/s/,/ʃ/,Final,/trʌs/,/θrʌʃ/,3,4,3,Near-minimal pair with cluster variation,drill_232,en,es,machine_translated,braguero,tordo,,,Par casi mínimo con variación de grupo
drill_233,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,cross,crosh,/s/,/ʃ/,Final,/krɒs/,/krɒʃ/,2,4,3,Back rounded vowel context,drill_233,en,es,machine_translated,cruz,croch,,,Contexto vocal redondeado hacia atrás
drill_234,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,boss,bosh,/s/,/ʃ/,Final,/bɒs/,/bɒʃ/,2,3,2,Simple CVC with back vowel,drill_234,en,es,machine_translated,jefe,tonterías,,,CVC simple con vocal posterior
drill_235,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,hiss,his,/s/,/z/,Final,/hɪs/,/hɪz/,1,3,2,Voicing contrast mixed in for discrimination,drill_235,en,es,machine_translated,silbido,su,,,Contraste de voz mezclado para la discriminación
drill_236,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,plus,plush,/s/,/ʃ/,Final,/plʌs/,/plʌʃ/,1,3,2,Cluster onset with schwa vowel,drill_236,en,es,machine_translated,más,felpa,,,Inicio del grupo con vocal schwa
drill_237,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,fuss,flush,/s/,/ʃ/,Final,/fʌs/,/flʌʃ/,2,4,3,Near-minimal with cluster variation,drill_237,en,es,machine_translated,escándalo,enjuagar,,,Casi mínimo con variación de grupo
drill_238,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,kiss,kitsch,/s/,/ʃ/,Final,/kɪs/,/kɪtʃ/,2,4,3,Sibilant vs affricate tests place resolution,drill_238,en,es,machine_translated,beso,kitsch,,,Resolución del lugar de las pruebas sibilantes vs africadas
drill_239,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,purse,perch,/s/,/ʃ/,Final,/pɜːrs/,/pɜːrtʃ/,2,4,3,R-colored vowel with final contrast,drill_239,en,es,machine_translated,cartera,perca,,,Vocal de color R con contraste final
drill_240,drill_pack_12,Fricative Place: /s/ vs /ʃ/ Final,Fricative,miss,mish,/s/,/ʃ/,Final,/mɪs/,/mɪʃ/,1,3,2,Nasal initial with short vowel,drill_240,en,es,machine_translated,extrañar,mezcla,,,Inicial nasal con vocal corta
drill_241,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,light,right,/l/,/r/,Initial,/laɪt/,/raɪt/,1,3,2,Critical for CI - formant transition differences,drill_241,en,es,machine_translated,luz,bien,,,Crítico para la CI: diferencias en la transición de formantes
drill_242,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,long,wrong,/l/,/r/,Initial,/lɔːŋ/,/rɔːŋ/,1,3,2,Very common words reinforce liquid distinction,drill_242,en,es,machine_translated,largo,equivocado,,,Palabras muy comunes refuerzan la distinción líquida.
drill_243,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lip,rip,/l/,/r/,Initial,/lɪp/,/rɪp/,1,2,1,Short vowel CVC - clear and simple,drill_243,en,es,machine_translated,labio,rotura,,,Vocal corta CVC: clara y sencilla
drill_244,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lack,rack,/l/,/r/,Initial,/læk/,/ræk/,1,2,1,Open vowel context makes liquid easier to hear,drill_244,en,es,machine_translated,falta,estante,,,El contexto de vocal abierta hace que el líquido sea más fácil de escuchar
drill_245,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,led,red,/l/,/r/,Initial,/lɛd/,/rɛd/,1,2,1,High frequency pair for everyday practice,drill_245,en,es,machine_translated,condujo,rojo,,,Par de alta frecuencia para la práctica diaria.
drill_246,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lane,rain,/l/,/r/,Initial,/leɪn/,/reɪn/,1,2,1,Diphthong context with nasal coda,drill_246,en,es,machine_translated,carril,lluvia,,,Contexto diptongo con coda nasal
drill_247,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,law,raw,/l/,/r/,Initial,/lɔː/,/rɔː/,1,2,1,Open syllable lets liquid resonate fully,drill_247,en,es,machine_translated,ley,crudo,,,La sílaba abierta permite que el líquido resuene plenamente
drill_248,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,leaf,reef,/l/,/r/,Initial,/liːf/,/riːf/,1,3,2,Long vowel with voiceless fricative coda,drill_248,en,es,machine_translated,hoja,arrecife,,,Vocal larga con coda fricativa sorda
drill_249,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lace,race,/l/,/r/,Initial,/leɪs/,/reɪs/,1,2,1,Diphthong with sibilant coda,drill_249,en,es,machine_translated,cordón,carrera,,,Diptongo con coda sibilante
drill_250,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lime,rhyme,/l/,/r/,Initial,/laɪm/,/raɪm/,1,3,2,Diphthong with nasal coda,drill_250,en,es,machine_translated,cal,rima,,,Diptongo con coda nasal
drill_251,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lock,rock,/l/,/r/,Initial,/lɑk/,/rɑk/,1,2,1,Back vowel with velar stop,drill_251,en,es,machine_translated,cerrar,roca,,,Vocal posterior con parada velar
drill_252,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,load,road,/l/,/r/,Initial,/loʊd/,/roʊd/,1,2,1,Common words with diphthong,drill_252,en,es,machine_translated,carga,camino,,,Palabras comunes con diptongo
drill_253,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,loom,room,/l/,/r/,Initial,/luːm/,/ruːm/,1,2,1,Back rounded vowel shows formant shift,drill_253,en,es,machine_translated,telar,habitación,,,La vocal redondeada hacia atrás muestra un cambio de formante
drill_254,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,low,row,/l/,/r/,Initial,/loʊ/,/roʊ/,1,2,1,Simple open syllable minimal pair,drill_254,en,es,machine_translated,bajo,fila,,,Par mínimo de sílaba abierta simple
drill_255,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lug,rug,/l/,/r/,Initial,/lʌɡ/,/rʌɡ/,2,2,1,Schwa vowel with voiced stop,drill_255,en,es,machine_translated,arrastrar,alfombra,,,Vocal Schwa con parada sonora
drill_256,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lend,rend,/l/,/r/,Initial,/lɛnd/,/rɛnd/,2,3,2,Nasal cluster coda adds complexity,drill_256,en,es,machine_translated,prestar,desgarrar,,,La coda del racimo nasal añade complejidad
drill_257,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,link,rink,/l/,/r/,Initial,/lɪŋk/,/rɪŋk/,2,3,2,Velar nasal cluster coda,drill_257,en,es,machine_translated,enlace,pista,,,Coda del racimo nasal velar
drill_258,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lush,rush,/l/,/r/,Initial,/lʌʃ/,/rʌʃ/,2,3,2,Postalveolar coda with schwa vowel,drill_258,en,es,machine_translated,lozano,correr,,,Coda postalveolar con vocal schwa
drill_259,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lice,rice,/l/,/r/,Initial,/laɪs/,/raɪs/,1,2,1,Diphthong with voiceless sibilant,drill_259,en,es,machine_translated,piojos,arroz,,,Diptongo con sibilante sordo
drill_260,drill_pack_13,Liquid Contrasts: /l/ vs /r/ Initial,Liquid,lot,rot,/l/,/r/,Initial,/lɑt/,/rɑt/,1,2,1,Simple CVC with back vowel,drill_260,en,es,machine_translated,lote,putrefacción,,,CVC simple con vocal posterior
drill_261,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,file,fire,/l/,/r/,Final,/faɪl/,/faɪr/,1,3,2,Diphthong context - coda liquid hard for CI,drill_261,en,es,machine_translated,archivo,fuego,,,Contexto diptongo: coda líquida dura para CI
drill_262,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,bowl,bore,/l/,/r/,Final,/boʊl/,/bɔːr/,1,3,2,Back vowel with liquid coda distinction,drill_262,en,es,machine_translated,bol,aburrir,,,Vocal posterior con distinción de coda líquida
drill_263,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,call,car,/l/,/r/,Final,/kɔːl/,/kɑːr/,1,3,2,Very common words - vowel also shifts slightly,drill_263,en,es,machine_translated,llamar,auto,,,Palabras muy comunes: la vocal también cambia ligeramente.
drill_264,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,fail,fair,/l/,/r/,Final,/feɪl/,/fɛr/,1,3,2,Diphthong vs monophthong adds complexity,drill_264,en,es,machine_translated,fallar,justo,,,Diptongo vs monoptongo añade complejidad
drill_265,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,feel,fear,/l/,/r/,Final,/fiːl/,/fɪr/,1,3,2,Long vowel context with fricative onset,drill_265,en,es,machine_translated,sentir,miedo,,,Contexto vocal largo con inicio fricativo
drill_266,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,foal,four,/l/,/r/,Final,/foʊl/,/fɔːr/,2,3,2,Back diphthong with liquid distinction,drill_266,en,es,machine_translated,potro,cuatro,,,Diptongo posterior con distinción líquida
drill_267,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,goal,gore,/l/,/r/,Final,/ɡoʊl/,/ɡɔːr/,1,3,2,Velar onset with back vowel,drill_267,en,es,machine_translated,meta,sangre,,,Inicio velar con vocal posterior
drill_268,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,heal,hear,/l/,/r/,Final,/hiːl/,/hɪr/,1,3,2,Common words test final liquid perception,drill_268,en,es,machine_translated,sanar,escuchar,,,Palabras comunes prueban la percepción final del líquido.
drill_269,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,kneel,near,/l/,/r/,Final,/niːl/,/nɪr/,2,3,2,Nasal onset with long vowel,drill_269,en,es,machine_translated,arrodillarse,cerca,,,Inicio nasal con vocal larga
drill_270,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,mail,mare,/l/,/r/,Final,/meɪl/,/mɛr/,1,3,2,Nasal onset diphthong pair,drill_270,en,es,machine_translated,correo,yegua,,,Par de diptongos de inicio nasal
drill_271,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,pail,pair,/l/,/r/,Final,/peɪl/,/pɛr/,1,3,2,Stop onset with diphthong,drill_271,en,es,machine_translated,cubo,par,,,Detener el inicio con diptongo
drill_272,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,sail,scare,/l/,/r/,Final,/seɪl/,/skɛr/,1,4,3,Near-minimal pair with cluster onset,drill_272,en,es,machine_translated,navegar,susto,,,Par casi mínimo con inicio de racimo
drill_273,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,tall,tar,/l/,/r/,Final,/tɔːl/,/tɑːr/,1,3,2,Simple CVC with back vowel,drill_273,en,es,machine_translated,alto,alquitrán,,,CVC simple con vocal posterior
drill_274,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,tool,tour,/l/,/r/,Final,/tuːl/,/tʊr/,1,3,2,Back rounded vowel context,drill_274,en,es,machine_translated,herramienta,recorrido,,,Contexto vocal redondeado hacia atrás
drill_275,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,veil,veer,/l/,/r/,Final,/veɪl/,/vɪr/,2,4,3,Fricative onset with different vowels,drill_275,en,es,machine_translated,velo,virar,,,Inicio fricativo con diferentes vocales.
drill_276,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,wail,wear,/l/,/r/,Final,/weɪl/,/wɛr/,2,3,2,Glide onset with diphthong shift,drill_276,en,es,machine_translated,gemido,tener puesto,,,Inicio del deslizamiento con cambio de diptongo
drill_277,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,tile,tire,/l/,/r/,Final,/taɪl/,/taɪr/,1,3,2,Diphthong context - true minimal pair,drill_277,en,es,machine_translated,teja,neumático,,,Contexto diptongo: par mínimo verdadero
drill_278,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,pole,pour,/l/,/r/,Final,/poʊl/,/pɔːr/,1,3,2,Labial onset with back vowel,drill_278,en,es,machine_translated,polo,derramar,,,Inicio labial con vocal posterior
drill_279,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,stale,stare,/l/,/r/,Final,/steɪl/,/stɛr/,2,4,3,Cluster onset increases difficulty,drill_279,en,es,machine_translated,duro,mirada fija,,,La aparición de grupos aumenta la dificultad
drill_280,drill_pack_14,Liquid Contrasts: /l/ vs /r/ Final,Liquid,while,wire,/l/,/r/,Final,/waɪl/,/waɪr/,1,3,2,Glide onset with diphthong - true minimal pair,drill_280,en,es,machine_translated,mientras,cable,,,Inicio del deslizamiento con diptongo: verdadero par mínimo
drill_281,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mat,gnat,/m/,/n/,Initial,/mæt/,/næt/,1,2,1,Bilabial vs alveolar - visual cue available,drill_281,en,es,machine_translated,estera,mosquito,,,Bilabial versus alveolar: señal visual disponible
drill_282,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mow,know,/m/,/n/,Initial,/moʊ/,/noʊ/,1,2,1,Common words with diphthong,drill_282,en,es,machine_translated,cortar,saber,,,Palabras comunes con diptongo
drill_283,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,may,neigh,/m/,/n/,Initial,/meɪ/,/neɪ/,1,2,1,Diphthong open syllable,drill_283,en,es,machine_translated,puede,relinchar,,,Diptongo de sílaba abierta
drill_284,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mice,nice,/m/,/n/,Initial,/maɪs/,/naɪs/,1,2,1,Diphthong with sibilant coda,drill_284,en,es,machine_translated,ratones,lindo,,,Diptongo con coda sibilante
drill_285,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mile,Nile,/m/,/n/,Initial,/maɪl/,/naɪl/,1,3,2,Diphthong with lateral coda,drill_285,en,es,machine_translated,milla,Nilo,,,Diptongo con coda lateral
drill_286,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mine,nine,/m/,/n/,Initial,/maɪn/,/naɪn/,1,2,1,Diphthong with nasal coda reinforces contrast,drill_286,en,es,machine_translated,mío,nueve,,,Diptongo con coda nasal refuerza el contraste
drill_287,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mitt,knit,/m/,/n/,Initial,/mɪt/,/nɪt/,1,2,1,Short vowel CVC easy pair,drill_287,en,es,machine_translated,guante,tejer,,,Vocal corta CVC par fácil
drill_288,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mop,nod,/m/,/n/,Initial,/mɑp/,/nɑd/,1,2,1,Back vowel near-minimal pair,drill_288,en,es,machine_translated,fregar,asentir,,,Par casi mínimo de vocal posterior
drill_289,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mug,nug,/m/,/n/,Initial,/mʌɡ/,/nʌɡ/,2,2,1,Schwa vowel simple CVC,drill_289,en,es,machine_translated,taza,pepita,,,Vocal Schwa simple CVC
drill_290,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mud,nud,/m/,/n/,Initial,/mʌd/,/nʌd/,2,2,1,Voiced stop coda with schwa,drill_290,en,es,machine_translated,lodo,desnudo,,,Coda de parada sonora con schwa
drill_291,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mail,nail,/m/,/n/,Initial,/meɪl/,/neɪl/,1,2,1,Common diphthong pair with lateral coda,drill_291,en,es,machine_translated,correo,clavo,,,Par de diptongos comunes con coda lateral
drill_292,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mock,knock,/m/,/n/,Initial,/mɑk/,/nɑk/,2,2,1,Silent letter adds reading complexity,drill_292,en,es,machine_translated,imitar,golpear,,,La carta silenciosa añade complejidad a la lectura
drill_293,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mole,knoll,/m/,/n/,Initial,/moʊl/,/noʊl/,2,3,2,Diphthong with lateral coda,drill_293,en,es,machine_translated,lunar,loma,,,Diptongo con coda lateral
drill_294,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mood,nude,/m/,/n/,Initial,/muːd/,/nuːd/,1,2,1,Back rounded vowel context,drill_294,en,es,machine_translated,ánimo,desnudo,,,Contexto vocal redondeado hacia atrás
drill_295,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mare,near,/m/,/n/,Initial,/mɛr/,/nɪr/,1,3,2,R-colored vowel with different nuclei,drill_295,en,es,machine_translated,yegua,cerca,,,Vocal de color R con diferentes núcleos
drill_296,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,moose,noose,/m/,/n/,Initial,/muːs/,/nuːs/,2,3,2,Back vowel with sibilant coda,drill_296,en,es,machine_translated,alce,nudo corredizo,,,Vocal posterior con coda sibilante
drill_297,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,map,nap,/m/,/n/,Initial,/mæp/,/næp/,1,2,1,Very common words for beginners,drill_297,en,es,machine_translated,mapa,siesta,,,Palabras muy comunes para principiantes.
drill_298,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,met,net,/m/,/n/,Initial,/mɛt/,/nɛt/,1,2,1,Short front vowel simple pair,drill_298,en,es,machine_translated,conoció,neto,,,Par simple de vocales anteriores cortas
drill_299,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,make,nape,/m/,/n/,Initial,/meɪk/,/neɪp/,1,3,2,Near-minimal with different codas,drill_299,en,es,machine_translated,hacer,nuca,,,Casi mínimo con diferentes codas
drill_300,drill_pack_15,Nasal Place: /m/ vs /n/ Initial,Nasal,mix,nix,/m/,/n/,Initial,/mɪks/,/nɪks/,2,3,2,Cluster coda increases complexity,drill_300,en,es,machine_translated,mezcla,nada,,,La coda del clúster aumenta la complejidad
drill_301,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,ham,han,/m/,/n/,Final,/hæm/,/hæn/,1,3,2,Final nasal place hard without visual cue,drill_301,en,es,machine_translated,jamón,Han,,,Lugar nasal final duro sin señal visual
drill_302,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,beam,bean,/m/,/n/,Final,/biːm/,/biːn/,1,3,2,Long vowel with final nasal - common words,drill_302,en,es,machine_translated,haz,frijol,,,Vocal larga con nasal final - palabras comunes
drill_303,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,came,cane,/m/,/n/,Final,/keɪm/,/keɪn/,1,3,2,Diphthong true minimal pair,drill_303,en,es,machine_translated,vino,caña,,,Diptongo verdadero par mínimo
drill_304,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,dime,dine,/m/,/n/,Final,/daɪm/,/daɪn/,1,3,2,Diphthong with clear nasal distinction,drill_304,en,es,machine_translated,diez centavos,cenar,,,Diptongo con clara distinción nasal
drill_305,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,fame,fane,/m/,/n/,Final,/feɪm/,/feɪn/,2,3,2,Fricative onset with diphthong,drill_305,en,es,machine_translated,fama,fane,,,Inicio fricativo con diptongo
drill_306,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,game,gain,/m/,/n/,Final,/ɡeɪm/,/ɡeɪn/,1,3,2,High frequency pair builds confidence,drill_306,en,es,machine_translated,juego,ganar,,,El par de alta frecuencia genera confianza
drill_307,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,gum,gun,/m/,/n/,Final,/ɡʌm/,/ɡʌn/,1,3,2,Short vowel common words,drill_307,en,es,machine_translated,goma,pistola,,,Palabras comunes de vocales cortas
drill_308,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,him,hin,/m/,/n/,Final,/hɪm/,/hɪn/,1,3,2,Very common pronoun vs archaic word,drill_308,en,es,machine_translated,a él,hin,,,Pronombre muy común vs palabra arcaica
drill_309,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,jam,Jan,/m/,/n/,Final,/dʒæm/,/dʒæn/,1,3,2,Affricate onset with open vowel,drill_309,en,es,machine_translated,atasco,Ene,,,Inicio africano con vocal abierta.
drill_310,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,lamb,land,/m/,/n/,Final,/læm/,/lænd/,1,3,2,Near-minimal - cluster coda on one side,drill_310,en,es,machine_translated,cordero,tierra,,,Casi mínimo: coda del grupo en un lado
drill_311,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,lime,line,/m/,/n/,Final,/laɪm/,/laɪn/,1,3,2,Diphthong with lateral onset,drill_311,en,es,machine_translated,cal,línea,,,Diptongo con inicio lateral
drill_312,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,room,rune,/m/,/n/,Final,/ruːm/,/ruːn/,2,3,2,Back rounded vowel context,drill_312,en,es,machine_translated,habitación,runa,,,Contexto vocal redondeado hacia atrás
drill_313,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,same,sane,/m/,/n/,Final,/seɪm/,/seɪn/,1,3,2,Common diphthong pair,drill_313,en,es,machine_translated,mismo,cuerdo,,,Par de diptongos comunes
drill_314,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,seam,seen,/m/,/n/,Final,/siːm/,/siːn/,1,3,2,Long vowel minimal pair,drill_314,en,es,machine_translated,costura,visto,,,Par mínimo de vocal larga
drill_315,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,swim,twin,/m/,/n/,Final,/swɪm/,/twɪn/,1,3,2,Near-minimal with cluster onsets,drill_315,en,es,machine_translated,nadar,mellizo,,,Casi mínimo con inicios en racimo
drill_316,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,team,teen,/m/,/n/,Final,/tiːm/,/tiːn/,1,3,2,Common long vowel pair,drill_316,en,es,machine_translated,equipo,adolescente,,,Par de vocales largas comunes
drill_317,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,time,tine,/m/,/n/,Final,/taɪm/,/taɪn/,1,3,2,Diphthong with voiceless stop onset,drill_317,en,es,machine_translated,tiempo,púa,,,Diptongo con inicio de parada sorda
drill_318,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,roam,roan,/m/,/n/,Final,/roʊm/,/roʊn/,3,4,3,Less common pair tests true perception,drill_318,en,es,machine_translated,vagar,ruano,,,Un par menos común prueba la verdadera percepción
drill_319,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,some,sun,/m/,/n/,Final,/sʌm/,/sʌn/,1,3,2,Very high frequency words,drill_319,en,es,machine_translated,alguno,sol,,,Palabras de muy alta frecuencia
drill_320,drill_pack_16,Nasal Place: /m/ vs /n/ Final,Nasal,tram,train,/m/,/n/,Final,/træm/,/treɪn/,2,4,3,Near-minimal with vowel difference,drill_320,en,es,machine_translated,tranvía,tren,,,Casi mínimo con diferencia vocal
drill_321,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,ban,van,/b/,/v/,Initial,/bæn/,/væn/,1,3,2,Stop vs fricative - manner distinction critical for CI,drill_321,en,es,machine_translated,prohibición,furgoneta,,,Stop vs fricativa: distinción de modo crítica para CI
drill_322,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bat,vat,/b/,/v/,Initial,/bæt/,/væt/,1,3,2,Both labial - pure manner contrast,drill_322,en,es,machine_translated,murciélago,tina,,,Ambos labiales - contraste de manera pura.
drill_323,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bent,vent,/b/,/v/,Initial,/bɛnt/,/vɛnt/,1,3,2,Cluster coda with nasal,drill_323,en,es,machine_translated,doblado,respiradero,,,Coda en racimo con nasal
drill_324,drill_pack_17,Stop Manner: /b/ vs /v/ Initial,Consonant Manner,bet,vet,/b/,/v/,Initial,/bɛt/,/vɛt/,1,2,1,Common words - good starter pair,drill_324,en,es,machine_translated,apuesta,veterinario,,,Palabras comunes: buen par inicial
